Application Ref,Decision,Score,Risk Level,Approved Amount,Approved Term,Monthly Repayment,Total Repayable,Monthly Income,Monthly Expenses,Monthly Disposable,Post-Loan Disposable,Months Observed,Overdraft Days per Month,Income Stability Score,Risk Flags,Decline Reasons,Affordability Score,Income Quality Score,Account Conduct Score,Risk Indicators Score
Record_832498,REFER,80,Low,0,0,0,0,5649.5,3547.49,2102.01,1985.34,2,4.5,50,,,30,20.5,19.5,10
Record_832666,REFER,79.5,Low,0,0,0,0,3784.75,2554.78,1229.97,1113.3,2,0,50,,,30,18,21.5,10
Record_832679,REFER,82.2,Low,0,0,0,0,3851.93,2257.22,1594.71,1478.05,13,19.46,87.2,Gambling: 1.7% of income; Active HCSTC (90d): 2 lenders; Overdraft: 253 days,,30,30.2,15.5,6.5
Record_832704,REFER,82.3,Low,0,0,0,0,4177.49,2802.24,1375.25,1258.58,13,18.08,93.7,Active HCSTC (90d): 2 lenders; Overdraft: 235 days,,30,31.8,15.5,5
Record_832769,REFER,71.4,Low,0,0,0,0,2404.88,496.07,1908.81,1792.14,2,12.5,50,Active HCSTC (90d): 4 lenders; Failed payments (45d): 1; Overdraft: 25 days,,30,18.9,17.5,5
Record_832898,REFER,42,High,0,0,0,0,0,0,0,-116.67,1,1,50,High DTI: 100.0%,,0,12.5,19.5,10
Record_832942,DECLINE,0,Very High,0,0,0,0,1515.04,640.5,874.53,757.87,13,6.15,0,,Behavioural gate: extremely low income stability score (0.0 < 25),,,,
Record_832998,APPROVE,62.7,Low,350,4,172.62,690.48,4504,3674.19,829.81,657.19,13,15.38,48.1,Active HCSTC (90d): 3 lenders; Overdraft: 200 days,,30,10.2,15.5,7
Record_833142,REFER,60.3,Low,0,0,0,0,3850.38,3946.6,-96.23,-212.89,13,4.62,72.9,Active HCSTC (90d): 4 lenders; Overdraft: 60 days,,10,27.8,17.5,5
Record_833210,REFER,54.3,High,0,0,0,0,1568.36,5210.7,-3642.34,-3759.01,13,3.08,90.6,Active HCSTC (90d): 2 lenders; Overdraft: 40 days; High DTI: 163.5%,,0,29.3,17.5,7.5
Record_833255,DECLINE,0,Very High,0,0,0,0,802.46,537.45,265,148.34,13,3,18.6,,Behavioural gate: extremely low income stability score (18.6 < 25),,,,
Record_833259,APPROVE,76.9,Low,350,5,140,700,2797.05,883.84,1913.21,1773.21,2,6.5,50,Active HCSTC (90d): 2 lenders; Overdraft: 13 days,,30,18.4,19.5,9
Record_833288,REFER,70.3,Low,0,0,0,0,8721.03,3087.63,5633.4,5516.73,13,1.69,59.8,Active HCSTC (90d): 3 lenders; Overdraft: 22 days,,30,17.8,19.5,3
Record_833458,REFER,80.2,Low,0,0,0,0,3325.79,1141.23,2184.56,2067.89,13,8.46,87.2,Active HCSTC (90d): 9 lenders; Overdraft: 110 days,,30,27.7,15.5,7
Record_833675,REFER,57,High,0,0,0,0,1316.61,1880.59,-563.98,-680.65,2,0.5,50,Active HCSTC (90d): 2 lenders,,12,16.5,19.5,9
Record_834077,REFER,55.5,High,0,0,0,0,2777.29,2786.16,-8.87,-125.54,2,15,50,Active HCSTC (90d): 1 lenders; Failed payments (45d): 1; Overdraft: 30 days,,12,17,17.5,9
Record_834256,APPROVE,86.3,Low,350,6,116.67,700,12153.05,10220.24,1932.81,1816.14,13,0.15,91.8,Active HCSTC (90d): 3 lenders,,30,31.8,19.5,5
Record_834653,REFER,84.3,Low,0,0,0,0,3406.55,3000.11,406.44,289.77,13,0.77,79.8,Active HCSTC (90d): 2 lenders,,30,27.8,19.5,7
Record_834789,DECLINE,0,Very High,0,0,0,0,5536.89,826.64,4710.25,4593.58,13,12.23,23.9,,Behavioural gate: extremely low income stability score (23.9 < 25),,,,
Record_834801,REFER,70.7,Low,0,0,0,0,7248.12,6227.75,1020.36,903.7,13,24.54,96.5,Active HCSTC (90d): 2 lenders; Failed payments (45d): 1; Overdraft: 319 days,,30,30.2,5.5,5
Record_834905,DECLINE,0,Very High,0,0,0,0,3067.03,1709.17,1357.86,1241.2,7,1,7.2,,Behavioural gate: extremely low income stability score (7.2 < 25),,,,
Record_835156,APPROVE,85.5,Low,350,5,140,700,1751.31,1306.07,445.24,305.24,13,12.62,90.7,Overdraft: 164 days,,30,33,15.5,7
Record_835322,APPROVE,80.9,Low,350,6,116.67,700,3922.05,3500.46,421.59,304.92,13,10.62,76.9,Overdraft: 138 days,,30,29.4,15.5,6
Record_835515,REFER,86.8,Low,0,0,0,0,4921.49,1575.37,3346.12,3229.45,13,1.08,74.2,Overdraft: 14 days,,30,25.3,19.5,12
Record_835585,APPROVE,82.2,Low,350,5,140,700,3789.69,830.38,2959.3,2819.3,13,18.62,80.4,Active HCSTC (90d): 2 lenders; Overdraft: 242 days,,30,29.7,15.5,7
Record_835639,REFER,88.3,Low,0,0,0,0,2250.25,1134.04,1116.22,999.55,13,0.23,87.1,,,30,31.8,19.5,7
Record_835818,APPROVE,79.3,Low,350,6,116.67,700,6429.25,406.15,6023.1,5906.43,13,1.31,59.7,Overdraft: 17 days,,30,17.8,19.5,12
Record_835860,REFER,84.3,Low,0,0,0,0,4552.9,1432.08,3120.82,3004.15,13,1.92,80.9,Active HCSTC (90d): 9 lenders; Overdraft: 25 days,,30,31.8,19.5,3
Record_835861,APPROVE,88.3,Low,350,6,116.67,700,3029.35,684.63,2344.72,2228.05,13,0.15,98.2,Gambling: 1.4% of income,,30,31.8,19.5,7
Record_836044,APPROVE,69.3,Low,350,5,140,700,5638.39,969.84,4668.55,4528.55,13,4.77,50.7,Overdraft: 62 days,,30,15.8,15.5,8
Record_836045,REFER,80.3,Low,0,0,0,0,3175.95,1462.72,1713.23,1596.56,13,15,82.8,Active HCSTC (90d): 27 lenders; Overdraft: 195 days,,30,31.8,15.5,3
Record_836066,REFER,78.3,Low,0,0,0,0,4810.96,4031.65,779.31,662.64,13,9.08,71.6,Active HCSTC (90d): 13 lenders; Overdraft: 118 days,,28,27.8,15.5,7
Record_836096,REFER,70.3,Low,0,0,0,0,4192.73,3080.32,1112.41,995.75,13,7.08,69.6,Active HCSTC (90d): 4 lenders; Overdraft: 92 days,,28,23.8,15.5,3
Record_836101,REFER,89.3,Low,0,0,0,0,2077.6,1028.97,1048.63,931.96,8,6.88,92.8,Overdraft: 55 days,,30,31.8,17.5,10
Record_836271,REFER,70.7,Low,0,0,0,0,2756.37,3542.47,-786.1,-902.77,13,0,77.9,Active HCSTC (90d): 1 lenders,,12,26.2,21.5,11
Record_836867,REFER,84.3,Low,0,0,0,0,3691.73,2179.56,1512.17,1395.51,13,1.08,78,Active HCSTC (90d): 3 lenders; Overdraft: 14 days,,30,27.8,19.5,7
Record_837085,REFER,54.3,High,0,0,0,0,4438.47,5538.57,-1100.1,-1216.77,13,23.38,85.4,Active HCSTC (90d): 5 lenders; Failed payments (45d): 1; Overdraft: 304 days,,10,31.8,5.5,7
Record_837170,REFER,57.3,High,0,0,0,0,1069.3,1583.75,-514.45,-631.12,13,0,64.5,Active HCSTC (90d): 1 lenders; High DTI: 52.4%,,5,23.8,21.5,7
Record_837172,APPROVE,88.3,Low,350,6,116.67,700,9213.08,2914.62,6298.45,6181.78,13,1.38,84.1,Active HCSTC (90d): 2 lenders; Overdraft: 18 days,,30,31.8,19.5,7
Record_837606,APPROVE,88.8,Low,350,5,140,700,2161.44,867.24,1294.2,1154.2,10,3,73.6,Overdraft: 30 days,,30,27.3,19.5,12
Record_837820,APPROVE,86.3,Low,350,6,116.67,700,2534.83,1288.13,1246.7,1130.03,13,1.38,90.4,Active HCSTC (90d): 3 lenders; Overdraft: 18 days,,30,31.8,19.5,5
Record_838067,REFER,49.5,High,0,0,0,0,1015.95,1068.27,-52.32,-168.99,2,12.5,50,Active HCSTC (90d): 6 lenders; Failed payments (45d): 1; Overdraft: 25 days,,12,15,17.5,5
Record_838132,REFER,73.3,Low,0,0,0,0,3675.05,3743.48,-68.43,-185.1,12,0.75,89.1,,,12,31.8,19.5,10
Record_838502,REFER,83.8,Low,0,0,0,0,2827.84,1094.63,1733.21,1616.54,13,1.15,89.8,Active HCSTC (90d): 5 lenders; Overdraft: 15 days,,30,29.3,19.5,5
Record_838518,REFER,79.8,Low,0,0,0,0,5705.9,4447.95,1257.95,1141.28,13,4.54,90.5,Active HCSTC (90d): 9 lenders; Overdraft: 59 days,,30,29.3,17.5,3
Record_838547,REFER,84.9,Low,0,0,0,0,3283.36,2819.71,463.65,346.98,13,7.31,94.1,Gambling: 1.0% of income; Active HCSTC (90d): 10 lenders; Overdraft: 95 days,,28,33.4,15.5,8
Record_838608,APPROVE,80.8,Low,350,5,140,700,3500.35,1812.41,1687.94,1547.94,11,17,74.8,Active HCSTC (90d): 1 lenders; Overdraft: 187 days,,30,24.3,15.5,11
Record_838701,REFER,47.5,High,0,0,0,0,352.48,393,-40.52,-157.19,2,15.5,50,Active HCSTC (90d): 3 lenders; Failed payments (45d): 1; Overdraft: 31 days,,12,12.5,15.5,7.5
Record_838770,REFER,74.7,Low,0,0,0,0,6382.02,3677.07,2704.95,2588.29,13,19.77,78.6,Active HCSTC (90d): 7 lenders; Overdraft: 257 days,,30,26.2,15.5,3
Record_838921,APPROVE,68.7,Low,350,5,140,700,12725.74,1208.45,11517.29,11377.29,13,8.85,42.6,Overdraft: 115 days,,30,9.7,15.5,13.5
Record_838936,APPROVE,77.3,Low,350,6,116.67,700,3762.57,2840.17,922.4,805.73,13,10.23,89.5,Gambling: 2.5% of income; Active HCSTC (90d): 2 lenders; Overdraft: 133 days,,30,31.8,15.5,0
Record_838938,REFER,57.3,High,0,0,0,0,2813.46,3301.58,-488.12,-604.79,13,9.46,65.6,Failed payments (45d): 1; Overdraft: 123 days,,12,21.8,11.5,12
Record_838964,APPROVE,75.3,Low,350,5,140,700,4417.75,2792.69,1625.06,1485.06,3,1,58.4,,,30,15.8,19.5,10
Record_839068,REFER,63.46,Low,0,0,0,0,962.11,822.14,139.97,23.3,2,0.5,50,,,20.66,13.3,19.5,10
Record_839148,REFER,67.51400000000001,Low,0,0,0,0,2400.93,2278.2,122.73,6.07,13,1.31,85.9,Active HCSTC (90d): 3 lenders; Overdraft: 17 days; High DTI: 47.6%,,13.214,31.8,19.5,3
Record_839250,APPROVE,72.3,Low,350,6,116.67,700,3412.35,2802.98,609.37,492.7,13,0.69,44.3,Active HCSTC (90d): 1 lenders,,30,11.8,19.5,11
Record_839300,REFER,45,High,0,0,0,0,99.59,181.58,-81.99,-198.66,2,10,50,Active HCSTC (90d): 4 lenders; Overdraft: 20 days; High DTI: 41.5%,,8,12.5,19.5,5
Record_839319,REFER,85.8,Low,0,0,0,0,9995.29,5266.52,4728.77,4612.1,12,5.42,83.9,Active HCSTC (90d): 1 lenders; Overdraft: 65 days,,30,29.3,15.5,11
Record_839407,REFER,56.5,High,0,0,0,0,109.68,96.88,12.8,-103.87,2,3.5,50,,,12,15,19.5,10
Record_839457,APPROVE,88.8,Low,350,6,116.67,700,3938.21,2857.17,1081.04,964.37,13,0.77,85.5,,,30,29.3,19.5,10
Record_839461,REFER,78.5,Low,0,0,0,0,1201.62,646.05,555.57,438.9,2,9.5,50,Overdraft: 19 days,,30,19,19.5,10
Record_839499,REFER,80.3,Low,0,0,0,0,3202.15,2728.7,473.45,356.78,13,26.31,94.3,Active HCSTC (90d): 11 lenders; Overdraft: 342 days,,28,31.8,15.5,5
Record_839589,REFER,78.5,Low,0,0,0,0,796,292.9,503.1,386.44,2,2.5,50,,,30,19,19.5,10
Record_839782,REFER,75.5,Low,0,0,0,0,1844.26,1226.44,617.82,501.15,2,9.5,50,Active HCSTC (90d): 3 lenders; Failed payments (45d): 1; Overdraft: 19 days,,30,20.5,17.5,7.5
Record_840012,REFER,78.7,Low,0,0,0,0,8266.87,7647.77,619.1,502.43,13,13.77,77.9,Active HCSTC (90d): 7 lenders; Overdraft: 179 days,,30,26.2,15.5,7
Record_840100,REFER,71,Low,0,0,0,0,1208.25,61.61,1146.64,1029.97,2,9,50,Active HCSTC (90d): 5 lenders; Overdraft: 18 days,,30,16.5,19.5,5
Record_840220,REFER,62.2,Low,0,0,0,0,2863.59,2020.3,843.29,726.62,13,23,90.5,Gambling: 1.2% of income; Active HCSTC (90d): 2 lenders; Overdraft: 299 days,,28,27.7,5.5,1
Record_840240,REFER,71.8,Low,0,0,0,0,2421.13,2344.35,76.78,-39.89,10,0.4,71.5,Active HCSTC (90d): 1 lenders,,14,27.3,19.5,11
Record_840250,REFER,78.7,Low,0,0,0,0,4623.88,3915.75,708.13,591.46,13,5.62,93.9,Active HCSTC (90d): 10 lenders; Overdraft: 73 days,,28,30.2,15.5,5
Record_840299,REFER,53,High,0,0,0,0,134.3,31.43,102.87,-13.8,2,3.5,50,Active HCSTC (90d): 9 lenders,,16,12.5,19.5,5
Record_840338,APPROVE,89.2,Low,350,6,116.67,700,3563.89,2545.41,1018.48,901.81,13,1.92,85.7,Active HCSTC (90d): 2 lenders; Overdraft: 25 days,,30,30.2,19.5,9.5
Record_840423,REFER,84.7,Low,0,0,0,0,2546.87,2020.22,526.65,409.98,13,1.77,93.3,Active HCSTC (90d): 3 lenders; Overdraft: 23 days,,30,30.2,19.5,5
Record_840467,REFER,86.3,Low,0,0,0,0,4175.26,3405.17,770.1,653.43,13,0.54,83.7,Active HCSTC (90d): 3 lenders,,28,31.8,19.5,7
Record_840554,REFER,64.7,Low,0,0,0,0,4178.26,3064.39,1113.86,997.2,12,21,77.8,Active HCSTC (90d): 22 lenders; Failed payments (45d): 2; Overdraft: 252 days; High DTI: 42.5%,,26,26.2,5.5,7
Record_840795,APPROVE,75.4,Low,350,6,116.67,700,2926.7,530.45,2396.25,2279.58,7,5.57,68.5,Active HCSTC (90d): 2 lenders; Failed payments (45d): 1; Overdraft: 39 days,,30,22.9,11.5,11
Record_840884,DECLINE,0,Very High,0,0,0,0,4488.33,1982.31,2506.02,2389.35,12,0.25,1.9,,Behavioural gate: extremely low income stability score (1.9 < 25),,,,
Record_841125,REFER,70.3,Low,0,0,0,0,8298.4,5884.65,2413.75,2297.08,12,8.58,51.4,Active HCSTC (90d): 8 lenders; Overdraft: 103 days,,30,17.8,15.5,7
Record_841446,REFER,47,High,0,0,0,0,101,60.95,40.05,-76.62,2,7,50,Active HCSTC (90d): 5 lenders; Overdraft: 14 days,,10,12.5,19.5,5
Record_841496,REFER,66.3,Low,0,0,0,0,2494.91,2786.07,-291.16,-407.82,12,0.42,96.5,Active HCSTC (90d): 13 lenders,,10,31.8,19.5,5
Record_841512,DECLINE,37,Very High,0,0,0,0,0,0,0,-116.67,1,2,50,Active HCSTC (90d): 11 lenders; High DTI: 100.0%,,0,12.5,19.5,5
Record_841641,REFER,42,High,0,0,0,0,0,0,0,-116.67,1,20,50,Overdraft: 20 days; High DTI: 100.0%,,0,12.5,19.5,10
Record_841689,REFER,74.8,Low,0,0,0,0,3442.35,253.74,3188.61,3071.94,10,1.9,53.5,Overdraft: 19 days,,30,17.3,19.5,8
Record_842090,REFER,58.7,High,0,0,0,0,2735.07,3480.86,-745.79,-862.45,13,13.15,80.3,Active HCSTC (90d): 1 lenders; Failed payments (45d): 1; Overdraft: 171 days,,12,30.2,5.5,11
Record_842353,REFER,90.3,Low,0,0,0,0,9581.68,5878,3703.69,3587.02,13,1.15,80.7,Gambling: 1.7% of income; Active HCSTC (90d): 1 lenders; Overdraft: 15 days,,30,31.8,19.5,9
Record_842433,APPROVE,76.8,Low,350,5,140,700,13781.81,44.17,13737.65,13597.65,12,10.5,79,Overdraft: 126 days,,30,23.3,15.5,8
Record_842440,REFER,50.3,High,0,0,0,0,3328.72,5114.67,-1785.95,-1902.62,10,1.8,52.4,Gambling: 0.8% of income; Failed payments (45d): 2; Overdraft: 18 days,,12,17.8,15.5,5
Record_842511,REFER,79.3,Low,0,0,0,0,7610.75,5355.7,2255.05,2138.38,12,20.17,62,Active HCSTC (90d): 3 lenders; Overdraft: 242 days,,30,23.8,15.5,10
Record_842588,APPROVE,89,Low,350,6,116.67,700,2192.82,735.76,1457.06,1340.39,12,2.25,81.1,Active HCSTC (90d): 1 lenders; Overdraft: 27 days,,30,32.5,19.5,7
Record_842834,REFER,76.3,Low,0,0,0,0,4995.81,3815.3,1180.52,1063.85,13,8.85,60.8,Active HCSTC (90d): 8 lenders; Overdraft: 115 days,,30,23.8,15.5,7
Record_843161,APPROVE,84.8,Low,350,5,140,700,2373.68,1146.2,1227.48,1087.48,12,2.92,92.7,Overdraft: 35 days,,30,27.3,17.5,10
Record_843222,REFER,67.8,Low,0,0,0,0,3531.37,2822.28,709.09,592.42,12,0.42,51.7,Active HCSTC (90d): 4 lenders,,30,15.3,19.5,3
Record_843382,REFER,70.3,Low,0,0,0,0,5159.85,4650.3,509.54,392.88,13,16.31,90.6,Active HCSTC (90d): 3 lenders; Failed payments (45d): 2; Overdraft: 212 days,,30,31.8,5.5,3
Record_843524,REFER,66.7,Low,0,0,0,0,5592.87,4802.51,790.36,673.69,13,16,85,Gambling: 0.1% of income; Active HCSTC (90d): 4 lenders; Failed payments (45d): 2; Overdraft: 208 days,,30,30.2,5.5,1
Record_843702,APPROVE,85.3,Low,350,6,116.67,700,3330.36,2296.28,1034.08,917.41,12,1.83,63.8,Overdraft: 22 days,,30,23.8,19.5,12
Record_843709,REFER,60.3,Low,0,0,0,0,5393.26,5294.22,99.03,-17.63,12,6.92,78.4,Active HCSTC (90d): 3 lenders; Overdraft: 83 days,,14,27.8,15.5,3
Record_843715,REFER,50.3,High,0,0,0,0,4414.95,1362.44,3052.51,2935.84,12,15,45.1,Active HCSTC (90d): 3 lenders; Failed payments (45d): 2; Overdraft: 180 days,,30,9.3,5.5,5.5
Record_843804,REFER,52.3,High,0,0,0,0,5637.64,5871.87,-234.23,-350.9,12,13.5,61.8,Active HCSTC (90d): 9 lenders; Overdraft: 162 days,,12,23.8,13.5,3
Record_844036,APPROVE,88.3,Low,350,5,140,700,4069.15,3715.8,353.35,213.35,12,0.83,90.1,,,30,31.3,19.5,7.5
Record_844079,REFER,56.2,High,0,0,0,0,3489.56,2005.9,1483.66,1367,13,17.15,52.2,Active HCSTC (90d): 8 lenders; Failed payments (45d): 2; Overdraft: 223 days,,30,13.7,5.5,7
Record_844121,REFER,87.8,Low,0,0,0,0,6084.31,4103.36,1980.95,1864.28,12,2.58,78.8,Active HCSTC (90d): 2 lenders; Overdraft: 31 days,,30,27.8,17.5,12.5
Record_844136,APPROVE,92.3,Low,350,6,116.67,700,5151.58,1819.37,3332.21,3215.54,12,0.67,80.3,Active HCSTC (90d): 1 lenders,,30,31.8,19.5,11
Record_844161,APPROVE,65.8,Low,350,5,140,700,1761.74,1028.33,733.41,593.41,13,4.69,46.4,Active HCSTC (90d): 1 lenders; Overdraft: 61 days,,30,9.3,15.5,11
Record_844170,REFER,82.7,Low,0,0,0,0,4445.57,3309.93,1135.64,1018.97,12,5.33,83.3,Active HCSTC (90d): 4 lenders; Overdraft: 64 days,,30,30.2,15.5,7
Record_844258,APPROVE,84.3,Low,350,6,116.67,700,5806.54,1693.82,4112.72,3996.05,13,2.85,94.8,Active HCSTC (90d): 1 lenders; Overdraft: 37 days,,30,31.8,17.5,5
Record_844304,APPROVE,64.7,Low,350,5,140,700,6146.13,4523.42,1622.71,1482.71,13,11.46,54.4,Active HCSTC (90d): 2 lenders; Overdraft: 149 days,,30,13.7,15.5,5.5
Record_844413,APPROVE,64.7,Low,350,5,140,700,2524.04,2207.44,316.6,176.6,13,3.31,58,Active HCSTC (90d): 3 lenders; Overdraft: 43 days,,28,16.2,17.5,3
Record_844436,REFER,84.3,Low,0,0,0,0,5516.17,3442.34,2073.82,1957.16,13,4.85,82.3,Active HCSTC (90d): 4 lenders; Overdraft: 63 days,,30,31.8,15.5,7
Record_844553,APPROVE,65.8,Low,350,5,140,700,1566.07,948.44,617.62,477.62,13,1,46.3,Active HCSTC (90d): 3 lenders; Overdraft: 13 days,,30,9.3,19.5,7
Record_844586,REFER,65.8,Low,0,0,0,0,3792.71,3203.5,589.21,472.54,2,15.5,50,Active HCSTC (90d): 4 lenders; Failed payments (45d): 1; Overdraft: 31 days,,30,15.3,15.5,5
Record_844599,REFER,74.7,Low,0,0,0,0,1194.84,558.34,636.5,519.83,10,9.1,69,Active HCSTC (90d): 1 lenders; Overdraft: 91 days,,30,22.2,15.5,7
Record_844619,REFER,47.7,High,0,0,0,0,3754.44,3862.89,-108.45,-225.12,13,7.23,86.2,Gambling: 5.3% of income; Active HCSTC (90d): 6 lenders; Overdraft: 94 days; High DTI: 53.9%,,5,30.2,15.5,-3
Record_844651,APPROVE,81.8,Low,350,5,140,700,2536.84,1560.8,976.04,836.04,10,0.8,78.5,,,30,24.3,19.5,8
Record_844894,REFER,82.3,Low,0,0,0,0,3090.78,2219.04,871.74,755.07,13,16.69,87.9,Active HCSTC (90d): 9 lenders; Overdraft: 217 days,,30,31.8,15.5,5
Record_845318,REFER,80.3,Low,0,0,0,0,2975.68,2793.42,182.26,65.59,13,19.08,90.1,Active HCSTC (90d): 7 lenders; Overdraft: 248 days,,26,31.8,15.5,7
Record_845510,APPROVE,62.3,Low,350,5,140,700,6821.49,3760.74,3060.74,2920.74,13,4.38,42.4,Active HCSTC (90d): 1 lenders; Overdraft: 57 days,,30,11.8,17.5,3
Record_845629,REFER,84.7,Low,0,0,0,0,2520.8,1920.72,600.08,483.41,13,0.46,95,Active HCSTC (90d): 10 lenders,,30,30.2,19.5,5
Record_845765,APPROVE,77.2,Low,350,5,140,700,3638.59,1254.83,2383.76,2243.76,12,1.33,51.4,Overdraft: 16 days,,30,15.7,19.5,12
Record_845785,APPROVE,81.8,Low,350,5,140,700,5316.4,4981.28,335.12,195.12,13,2.23,64.9,Active HCSTC (90d): 1 lenders; Overdraft: 29 days,,30,22.8,19.5,9.5
Record_845799,REFER,56.3,High,0,0,0,0,3288.88,3499.24,-210.36,-327.03,13,18.85,73.2,Active HCSTC (90d): 12 lenders; Overdraft: 245 days,,10,27.8,15.5,3
Record_845820,REFER,75.8,Low,0,0,0,0,4894.36,1369.51,3524.85,3408.18,2,8.5,50,Active HCSTC (90d): 2 lenders; Overdraft: 17 days,,30,17.3,19.5,9
Record_846156,REFER,83.9,Low,0,0,0,0,2121.31,1177.34,943.97,827.31,13,12.69,91.6,Active HCSTC (90d): 8 lenders; Overdraft: 165 days,,30,33.4,15.5,5
Record_846364,REFER,54.3,High,0,0,0,0,3622.5,3625.28,-2.77,-119.44,13,17.15,91,Failed payments (45d): 2; Overdraft: 223 days,,12,31.8,5.5,5
Record_846501,REFER,63.7,Low,0,0,0,0,3364.57,3125.99,238.58,121.92,13,22.85,93.5,Gambling: 2.7% of income; Active HCSTC (90d): 5 lenders; Failed payments (45d): 2; Overdraft: 297 days,,26,30.2,5.5,2
Record_846703,REFER,82.3,Low,0,0,0,0,7680.3,6155.61,1524.69,1408.02,13,17.85,94.7,Active HCSTC (90d): 12 lenders; Overdraft: 232 days,,30,31.8,15.5,5
Record_846873,REFER,76.2,Low,0,0,0,0,12364.03,3892.62,8471.41,8354.75,11,0.45,71.6,Active HCSTC (90d): 4 lenders,,30,23.7,19.5,3
Record_847252,REFER,82.9,Low,0,0,0,0,2372.8,2130.25,242.55,125.88,13,0.31,89.6,High DTI: 54.0%,,21,33.4,19.5,9
Record_847435,REFER,78.7,Low,0,0,0,0,3742.24,1823.94,1918.3,1801.64,12,18.67,85.7,Active HCSTC (90d): 1 lenders; Overdraft: 224 days,,30,27.7,15.5,5.5
Record_847464,REFER,80.3,Low,0,0,0,0,3112.8,2468.68,644.11,527.45,13,18.77,89.3,Active HCSTC (90d): 4 lenders; Overdraft: 244 days,,28,31.8,15.5,5
Record_847749,REFER,80.7,Low,0,0,0,0,3362.32,2810.64,551.68,435.01,13,16.23,91.4,Active HCSTC (90d): 8 lenders; Overdraft: 211 days,,30,30.2,15.5,5
Record_847800,REFER,64.3,Low,0,0,0,0,2186.55,2456.01,-269.46,-386.13,12,0.08,85.6,Active HCSTC (90d): 1 lenders; High DTI: 67.7%,,2,31.8,19.5,11
Record_847855,APPROVE,81.8,Low,350,6,116.67,700,3766.26,2537.64,1228.61,1111.94,13,0.62,78.7,Active HCSTC (90d): 1 lenders,,30,25.3,19.5,7
Record_847870,REFER,82.3,Low,0,0,0,0,12957.05,5816.04,7141.01,7024.34,13,0,61.4,Active HCSTC (90d): 5 lenders,,30,23.8,21.5,7
Record_847915,REFER,70.7,Low,0,0,0,0,6623.82,4210.52,2413.3,2296.63,13,15.62,82.6,Gambling: 1.2% of income; Active HCSTC (90d): 3 lenders; Failed payments (45d): 1; Overdraft: 203 days,,30,30.2,5.5,5
Record_847926,REFER,71,Low,0,0,0,0,1842.97,1746.78,96.19,-20.48,13,14.38,97.9,Overdraft: 187 days,,14,31.5,15.5,10
Record_847958,REFER,72.3,Low,0,0,0,0,5502.83,5254.98,247.84,131.18,13,19.08,80.6,Gambling: 10.1% of income; Active HCSTC (90d): 8 lenders; Overdraft: 248 days,,28,31.8,15.5,-3
Record_847971,REFER,79.2,Low,0,0,0,0,5511.2,2452.48,3058.72,2942.05,13,3.77,93.3,Gambling: 2.8% of income; Active HCSTC (90d): 14 lenders; Overdraft: 49 days,,30,30.2,17.5,1.5
Record_847983,APPROVE,77.3,Low,350,6,116.67,700,3713.5,445.22,3268.28,3151.61,13,18.62,65.4,Overdraft: 242 days,,30,23.8,15.5,8
Record_847984,REFER,76.2,Low,0,0,0,0,3818.9,3003.14,815.76,699.09,13,1.69,64.9,Active HCSTC (90d): 5 lenders; Overdraft: 22 days,,30,19.7,19.5,7
Record_848135,REFER,76.3,Low,0,0,0,0,6062.41,3469.96,2592.44,2475.78,13,14.38,84.8,Active HCSTC (90d): 5 lenders; Overdraft: 187 days,,28,31.8,13.5,3
Record_848186,REFER,81.8,Low,0,0,0,0,2187.11,1510.38,676.73,560.06,12,7.58,84,Active HCSTC (90d): 1 lenders; Overdraft: 91 days; High DTI: 47.9%,,26,29.3,15.5,11
Record_848327,DECLINE,36.8,Very High,0,0,0,0,4545.58,5957.35,-1411.77,-1528.44,13,16.15,64.6,Active HCSTC (90d): 1 lenders; Failed payments (45d): 1; Overdraft: 210 days; High DTI: 72.4%,,0,23.8,7.5,5.5
Record_848352,REFER,76.7,Low,0,0,0,0,5353.36,4168.67,1184.69,1068.03,13,15.23,79.3,Active HCSTC (90d): 11 lenders; Overdraft: 198 days,,28,26.2,15.5,7
Record_848457,REFER,52.3,High,0,0,0,0,3259.68,4745.21,-1485.53,-1602.2,13,0.31,64.7,Active HCSTC (90d): 13 lenders; High DTI: 63.7%,,2,23.8,19.5,7
Record_848495,REFER,84.3,Low,0,0,0,0,2187.58,1443.67,743.91,627.25,13,14.54,84.4,Active HCSTC (90d): 6 lenders; Overdraft: 189 days,,30,31.8,15.5,7
Record_848550,APPROVE,81.3,Low,350,5,140,700,8680.85,1645.46,7035.39,6895.39,13,0.92,80.5,Gambling: 3.2% of income; Overdraft: 12 days,,30,28.8,19.5,3
Record_848581,REFER,62.3,Low,0,0,0,0,9167.55,7146.76,2020.8,1904.13,13,4,30.9,Active HCSTC (90d): 15 lenders; Overdraft: 52 days,,30,11.8,17.5,3
Record_848603,REFER,81.2,Low,0,0,0,0,3349.9,2788.6,561.3,444.64,13,6.62,72.3,Active HCSTC (90d): 2 lenders; Overdraft: 86 days,,30,26.2,15.5,9.5
Record_848745,APPROVE,83.3,Low,350,5,140,700,4840.46,748.09,4092.37,3952.37,13,16.92,81.8,Overdraft: 220 days,,30,29.8,15.5,8
Record_848776,REFER,86.8,Low,0,0,0,0,5323.66,3581.17,1742.49,1625.83,13,4.69,76.7,Overdraft: 61 days,,30,27.8,15.5,13.5
